Sample number,Protein,concentration (mg/ml),Spinning device,Extrusion device,Number of baths,Temperature SB,Spinning Buffer,SB pH,SB conc. (mM),NaCl (mM),Capillery type,Capillery size (um),Reeling speed (rpm),Flow rate (ul/min),pumppressure (bar),Temp C (spinning),Humidity (spinning),Continous spinning,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,Diameter (µm),Strain (mm/mm),Strength (MPa),Youngs Modulus (GPa),Toughness Modulus (MJ m-3)
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,14.22,0.8655140505527686,72.71583294494728,1.9,58.09506752033764
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,20.18,0.0630961187552399,58.00195227844425,1.2,2.101484778495339
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,13.68,1.1534323113067857,77.83357620151202,1.8,78.87044321240323
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,11.92,0.1575702872945152,63.85069638800782,1.6,8.63883798675568
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,10.74,0.1352626425470046,80.47118619401562,2.7,9.187458157734554
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,13.26,0.0557704170052774,100.14600554779652,3.5,3.9301471125766265
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,10.33,0.8617695005680978,75.77040609132904,2.2,60.79309662682972
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,23.15,0.1344683140540332,70.25288315842886,1.4,7.6854362873166515
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,7.56,0.1488888676850853,221.6402225746553,2.6,21.25011643587759
29,Rep7,400.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,70.0,100.0,17.0,,21.2,0.1,no,8.500613971555634,-1.6255694661711115,-12.3610819435876,7.960716503888192,14.72792051462265,-4.374135546165229,-4.507195505955968,8.189253992947979,-12.758772958654175,-0.0393620935162289,3.2392470508928257,1.3544147335159502,3.012844406417953,-2.742725455888566,-0.1636268420907528,11.52,0.9346535241375216,81.64183841426143,2.6,70.79894421759137
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,6.41,0.969815130042358,126.67382546661298,2.7,92.19412969786114
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,9.4,0.0320234327389962,85.61455212157286,3.2,1.530681534428873
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,9.96,0.8993681324140124,137.539868487322,4.1,104.31782115694013
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,10.8,1.258988792029888,136.16000112887738,2.7,134.92916794942374
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,8.63,0.7267510370661325,96.41378647170818,1.8,50.10121280692884
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,13.01,0.7800403064889457,81.46877765403582,1.8,45.742086031455976
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,8.63,0.956709280765102,190.65504318794933,3.9,135.63745404654486
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,10.91,0.7748343714047685,114.46577340237882,2.6,64.21855465917459
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,6.28,0.9251382347941728,346.69775851332423,7.1,224.6626074517487
30,Rep1,360.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.5,0.1,yes,-14.93133750913569,10.626462693688577,8.197519806453661,-4.070632866128462,7.911202918972889,1.292103797939342,-2.7454747153387973,-3.7526579066560624,-1.937243213207237,6.067176044057685,4.120939431155018,3.7696357743123294,-4.0145083286364,-0.4570974404299114,-2.1950310710874965,13.64,0.9946170639074132,111.32626914143675,2.6,106.06328384551614
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,13.52,0.0720907384169414,77.0500836940052,2.9,4.50210470237001
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,12.62,0.6560881410736206,77.52460338146889,2.9,49.10852899320459
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,14.11,0.1126564673157162,80.63309200453082,2.1,7.476292692428166
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,11.96,0.1260412163135898,81.42268690723836,2.6,9.015517895943624
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,11.05,0.0757026858213616,123.3398703404562,3.5,7.053655783824976
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,14.73,0.2201874059329028,54.57516346218432,1.1,10.464823920746186
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,10.97,0.0797685789621893,76.65375865079876,1.7,4.203356181239072
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,11.6,0.048485624765996,65.20063272404548,2.3,2.1587110494369006
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,11.55,0.0816404979449422,112.780662641012,2.7,6.571794389223313
31,Rep5,570.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,21.6,0.1,yes,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,10.86,0.1696483775105207,105.46991217056008,3.2,16.13143473727853
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,14.45,0.0533629794330183,99.81523612104898,3.1,3.3473476384176903
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,26.48,0.057241256457455,69.75403612375312,2.0,1.9642636097565556
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,13.9,0.0847499652867316,67.75675936973308,2.4,4.692993242411521
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,14.99,0.0370914216909929,128.7680352637596,3.3,2.517156163501775
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,22.39,0.0427357100334741,55.47324827537829,1.7,1.3131312551042402
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,8.22,0.0593681058934762,152.6772282740491,4.7,6.0136076190304735
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,13.49,0.066240146013747,80.4155489363693,2.6,3.7621479965597504
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,10.9,0.0342301676862465,75.34007332874367,2.7,1.4529572245588545
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,10.94,0.0570683431835309,64.43506826774238,2.3,2.803219337323607
32,Rep4,300.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,80.0,100.0,17.0,,21.6,0.1,no,-2.2621140476003707,-7.302437120068611,21.887945281891295,15.711592220192331,-7.923029472594778,1.6206027286955096,-10.860135639639656,0.7351937326437078,1.117099066575539,-3.888414511671393,0.6386759435584329,1.971097948382504,1.794287680102411,-4.672825138733392,1.6829550739855332,12.06,0.055385580921001,126.2773921801387,4.1,4.516428688650953
33,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,100.0,17.0,,22.0,0.1,no,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,21.88,0.0478202780939185,85.33552099204363,2.7,2.361226693655008
33,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,100.0,17.0,,22.0,0.1,no,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,34.19,0.0714244337600648,63.2827412855636,1.4,2.4808654076883303
33,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,100.0,17.0,,22.0,0.1,no,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,14.18,0.073880023072486,20.19770613102524,0.3,0.8769950990632874
33,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,100.0,17.0,,22.0,0.1,no,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,13.64,0.0380814582964231,74.22348946037418,2.6,1.654165886002873
